id,date,asked_by,pipeline,context,question,answer_summary,verification_status,resources,run_id,memory_id,frontier_id,question_type,difficulty_features,supporting_doc_ids,supporting_chunk_ids,review_status,review_notes
kimi_run_000041_q05,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000041,"What must an investor acknowledge when opting out of nomination online, and how does the KRA proposal stop a closed account from continuing to receive stale updates?","When an investor opts out online, the regulated entity must display the Annexure B declaration and the investor must acknowledge it. The declaration warns that nomination helps quick identification and smoother transmission to legal heirs; without it, legal heirs may have to submit extra legal or court documents, causing delays; and if no claim is made for a prolonged period after death, the holdings may be treated as unclaimed assets and transferred to the Investor Education and Protection Fund. Separately, under the KRA proposal, the intermediary must inform the KRA within three working days of account closure, and the KRA must update or delink the relevant KYC record within two working days.",KIMI_REVIEW_ACCEPTED,"[""clf-q3hnzwudqlau1b0f9zzzjaz3"", ""clf-h74cqdarlhc1j4rnlp7udhad""]",kimi_run_000041,memory_0021,frontier_0021,operational_timeline_or_remedy,"[""procedural_timeline"", ""consequence_chain""]","[""clf-q3hnzwudqlau1b0f9zzzjaz3"", ""clf-h74cqdarlhc1j4rnlp7udhad""]","[""clf-q3hnzwudqlau1b0f9zzzjaz3#15"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#16"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#23"", ""clf-h74cqdarlhc1j4rnlp7udhad#21"", ""clf-h74cqdarlhc1j4rnlp7udhad#22""]",accepted,"Supported by q3hn#15/16/23 (online opt-out Annexure B acknowledgement) and h74#21/22 (3-day intermediary notice, 2-day KRA delinking). Two operational remedies paired thematically; distinct from codex q085 which pairs delinking with NRI relief."
kimi_run_000041_q06,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000041,How do the KRA and modified-nomination proposals differ on who publishes standardized forms and on how often investor records may be revised?,"Under the KRA proposal, KRAs must, after consulting intermediaries, specify and publish a standardised format for capturing and storing the additional Part-II information on their websites. Under the modified-nomination proposal, the standardised nomination and opt-out forms are set out in Annexure A and Annexure B of the draft circular. KYC records trigger a KRA prior-intimation process if not updated in five years, if the officially valid document expires, or if a minor attains majority; nominations, by contrast, can be provided, changed or cancelled any number of times, with regulated entities giving an acknowledgement for every instance.",KIMI_REVIEW_ACCEPTED,"[""clf-h74cqdarlhc1j4rnlp7udhad"", ""clf-q3hnzwudqlau1b0f9zzzjaz3""]",kimi_run_000041,memory_0021,frontier_0021,document_diff_or_lineage,"[""actor_shift"", ""count_or_exhaustive_filter""]","[""clf-h74cqdarlhc1j4rnlp7udhad"", ""clf-q3hnzwudqlau1b0f9zzzjaz3""]","[""clf-h74cqdarlhc1j4rnlp7udhad#10"", ""clf-h74cqdarlhc1j4rnlp7udhad#38"", ""clf-h74cqdarlhc1j4rnlp7udhad#39"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#13"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#15"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#19"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#20"", ""clf-q3hnzwudqlau1b0f9zzzjaz3#23""]",accepted,Supported by h74#10/38/39 (KRAs publish Part-II format; KYC prior-intimation triggers) and q3hn#13/15/19/20/23 (draft circular defines Annexure A/B; nominations changeable any number of times). PublisheR and revision-frequency axes are new compared with codex q050's general paperwork-reduction question.
kimi_run_000040_q01,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000040,"The January 30, 2025 KBCL sale confirmations cite a Notice of sale dated November 18, 2024 read with an Addendum dated December 16, 2024. Why was that Addendum issued and what change did it make to the process?","The Addendum was issued because interested bidders requested more time to submit the Earnest Money Deposit, as intimated by Quikr Realty Pvt. Ltd., the valuation agency. It extended the last date for submission of bids and remittance of EMD to December 19, 2024 (until 5:00 p.m.).",KIMI_REVIEW_ACCEPTED,"[""clf-skgf90dnqdf38dkcc38k1qc3"", ""clf-k18lp9i4n933up9z5tn09k7x""]",kimi_run_000040,memory_0020,frontier_0020,document_diff_or_lineage,"[""version_delta_with_consequence"", ""deadline_or_effective_date_trap""]","[""clf-skgf90dnqdf38dkcc38k1qc3"", ""clf-k18lp9i4n933up9z5tn09k7x""]","[""clf-skgf90dnqdf38dkcc38k1qc3#0"", ""clf-skgf90dnqdf38dkcc38k1qc3#1"", ""clf-k18lp9i4n933up9z5tn09k7x#1""]",accepted,Addendum reason and extended EMD deadline directly supported by public notice; confirmation order provides multi-doc link.
kimi_run_000040_q02,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000040,"One KBCL one-property sale that was confirmed on January 30, 2025 was later withdrawn by the Recovery Officer. Which property was affected, what prompted the withdrawal, and what was the legal effect?","The Recovery Officer withdrew the confirmation for property Sr. No. 8 (Khasra No. 91, Pauri Village, Tehsil & District Mathura, area 0.3137 hectares), which had been knocked down to Atlaspac Ventures India Pvt. Ltd. The withdrawal (Order No. NRO/RO/1/2025 dated February 14, 2025) was made because of pending objection(s) received in respect of that property, and the confirmation stands withdrawn with immediate effect until further orders.",KIMI_REVIEW_ACCEPTED,"[""clf-iy1ahwqk8rn1wjejoa197ma4"", ""clf-eai3oytf1638b2x62bcvhkip""]",kimi_run_000040,memory_0020,frontier_0020,operational_timeline_or_remedy,"[""relationship_chain"", ""fake_negative_or_absence"", ""procedural_chain""]","[""clf-iy1ahwqk8rn1wjejoa197ma4"", ""clf-eai3oytf1638b2x62bcvhkip""]","[""clf-iy1ahwqk8rn1wjejoa197ma4#0"", ""clf-iy1ahwqk8rn1wjejoa197ma4#7"", ""clf-eai3oytf1638b2x62bcvhkip#0"", ""clf-eai3oytf1638b2x62bcvhkip#1""]",accepted,"Confirmation order and withdrawal order together identify Sr.No.8, the pending-objection trigger, and immediate-withdrawal effect."
kimi_run_000040_q04,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000040,"Which KBCL one-property confirmation for the December 2024 e-auction drew five bidders, who bought the property, and how did the level of competition compare with property Serial No. 15?","Property Sr. No. 10 (Khasra No. 63, Pauri Village, area 0.4685 hectares) drew five bidders: Atlaspac Ventures India Pvt. Ltd., Shiv Kumar Agarwal, Meenakshi Khandelwal, Rajnish Kumar Tiwari, and Geeta Devi (Manoj Kumar). It was knocked down to Geeta Devi (Manoj Kumar) for Rs. 81,00,000. Property Sr. No. 15 (Khasra No. 315, Bhadaya Village) drew three bidders and was knocked down to Shatanshu Agrawal for Rs. 23,01,200.",KIMI_REVIEW_ACCEPTED,"[""clf-h15d1bvmkke35vfe6w69ni2v"", ""clf-hanmj5utmr5tb87e04y777l6""]",kimi_run_000040,memory_0020,frontier_0020,specific_axis_comparison,"[""count_comparison"", ""entity_cross_reference""]","[""clf-h15d1bvmkke35vfe6w69ni2v"", ""clf-hanmj5utmr5tb87e04y777l6""]","[""clf-h15d1bvmkke35vfe6w69ni2v#3"", ""clf-h15d1bvmkke35vfe6w69ni2v#4"", ""clf-h15d1bvmkke35vfe6w69ni2v#8"", ""clf-hanmj5utmr5tb87e04y777l6#3""]",accepted,"Bid counts, winners, and hammer prices for Sr.No.10 and Sr.No.15 match the two confirmation orders; clean comparison axis."
kimi_run_000040_q05,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000040,"After the January 30, 2025 confirmations, SEBI issued Sale Certificates for KBCL properties Serial No. 9, 10 and 16. What legal provision supports those certificates, and what do they state about the status of the sales?","The Sale Certificates are issued under Section 28A(1)(c) of the SEBI Act, 1992 read with Rule 65 of the Second Schedule to the Income Tax Rules, 1961. Each certificate states that the full purchase consideration together with 1% poundage fee has been received, that the sale was confirmed on January 30, 2025, that the sale has become absolute, and the certificate is issued on February 19, 2025.",KIMI_REVIEW_ACCEPTED,"[""clf-laz3abev1i6xvyo5ing8pisk"", ""clf-tk781sjf16b40opqx5wh6a4y"", ""clf-pts0h2sccx1slsawtfxcpd2w"", ""clf-xtlevlewgbs91zuhcy3ac3x7"", ""clf-h15d1bvmkke35vfe6w69ni2v"", ""clf-mbdgnasoffra9n2go54fmoo9""]",kimi_run_000040,memory_0020,frontier_0020,document_diff_or_lineage,"[""relationship_chain"", ""procedural_chain""]","[""clf-laz3abev1i6xvyo5ing8pisk"", ""clf-tk781sjf16b40opqx5wh6a4y"", ""clf-pts0h2sccx1slsawtfxcpd2w"", ""clf-xtlevlewgbs91zuhcy3ac3x7"", ""clf-h15d1bvmkke35vfe6w69ni2v"", ""clf-mbdgnasoffra9n2go54fmoo9""]","[""clf-laz3abev1i6xvyo5ing8pisk#0"", ""clf-laz3abev1i6xvyo5ing8pisk#1"", ""clf-tk781sjf16b40opqx5wh6a4y#0"", ""clf-tk781sjf16b40opqx5wh6a4y#1"", ""clf-pts0h2sccx1slsawtfxcpd2w#0"", ""clf-pts0h2sccx1slsawtfxcpd2w#1"", ""clf-xtlevlewgbs91zuhcy3ac3x7#0"", ""clf-h15d1bvmkke35vfe6w69ni2v#0"", ""clf-mbdgnasoffra9n2go54fmoo9#0""]",accepted,"Sale certificates for Sr.No.9, 10, and 16 state the Section 28A/Rule 65 basis and the full-payment/absolute-sale wording; confirmation orders add the January 30 date linkage."
kimi_run_000040_q06,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000040,"Both KBCL Pauri village properties Serial No. 8 and Serial No. 9 were confirmed on January 30, 2025. What happened to each sale afterwards, and what accounts for the different treatment?","Property Sr. No. 8 (Khasra No. 91, area 0.3137 hectares, buyer Atlaspac Ventures India Pvt. Ltd.) had its confirmation withdrawn on February 14, 2025 because of pending objection(s), and the sale remains suspended until further orders. Property Sr. No. 9 (Khasra No. 235, area 0.3570 hectares, buyer Shatanshu Agrawal) proceeded to a Sale Certificate on February 19, 2025, which declared the sale absolute after full payment.",KIMI_REVIEW_ACCEPTED,"[""clf-iy1ahwqk8rn1wjejoa197ma4"", ""clf-eai3oytf1638b2x62bcvhkip"", ""clf-xtlevlewgbs91zuhcy3ac3x7"", ""clf-laz3abev1i6xvyo5ing8pisk""]",kimi_run_000040,memory_0020,frontier_0020,applied_compliance_scenario,"[""relationship_chain"", ""fake_negative_or_absence"", ""procedural_chain"", ""entity_cross_reference""]","[""clf-iy1ahwqk8rn1wjejoa197ma4"", ""clf-eai3oytf1638b2x62bcvhkip"", ""clf-xtlevlewgbs91zuhcy3ac3x7"", ""clf-laz3abev1i6xvyo5ing8pisk""]","[""clf-iy1ahwqk8rn1wjejoa197ma4#0"", ""clf-iy1ahwqk8rn1wjejoa197ma4#7"", ""clf-eai3oytf1638b2x62bcvhkip#0"", ""clf-eai3oytf1638b2x62bcvhkip#1"", ""clf-xtlevlewgbs91zuhcy3ac3x7#0"", ""clf-xtlevlewgbs91zuhcy3ac3x7#7"", ""clf-laz3abev1i6xvyo5ing8pisk#0"", ""clf-laz3abev1i6xvyo5ing8pisk#1""]",accepted,Contrasting post-confirmation outcomes for adjacent Pauri properties (withdrawal vs. sale certificate) are supported across four cited documents.
kimi_run_000040_q07,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000040,"For KBCL property Serial No. 10, what additional information does the February 19, 2025 Sale Certificate provide beyond what is recorded in the January 30, 2025 confirmation order?","The confirmation records that Geeta Devi (Manoj Kumar) knocked down the property at Sr. No. 10 for Rs. 81,00,000 and paid the full Rs. 81,81,000 including 1% poundage fee. The Sale Certificate adds that the certificate is issued under Section 28A(1)(c) of the SEBI Act, 1992 read with Rule 65 of the Second Schedule to the Income Tax Rules, 1961; states the purchaser's PAN and registered address; confirms receipt of the purchase consideration plus 1% poundage fee; and declares that the sale confirmed on January 30, 2025 has become absolute.",KIMI_REVIEW_ACCEPTED,"[""clf-h15d1bvmkke35vfe6w69ni2v"", ""clf-tk781sjf16b40opqx5wh6a4y""]",kimi_run_000040,memory_0020,frontier_0020,document_diff_or_lineage,"[""relationship_chain"", ""procedural_chain"", ""entity_cross_reference""]","[""clf-h15d1bvmkke35vfe6w69ni2v"", ""clf-tk781sjf16b40opqx5wh6a4y""]","[""clf-h15d1bvmkke35vfe6w69ni2v#3"", ""clf-h15d1bvmkke35vfe6w69ni2v#5"", ""clf-h15d1bvmkke35vfe6w69ni2v#8"", ""clf-tk781sjf16b40opqx5wh6a4y#0"", ""clf-tk781sjf16b40opqx5wh6a4y#1""]",accepted,"Confirmation order supplies hammer price/payment; sale certificate adds legal provision, PAN, address, and absolute-sale declaration."
kimi_run_000043_q01,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000043,"Anjani Portland Cement wants to merge its unlisted subsidiary into itself and has pointed out that the post-scheme allottees may have to be classified under the promoter-and-promoter-group category. If the company chooses to reclassify those allottees as public, what are the key milestones from board approval to shareholder approval under Regulation 31A?","SEBI says the company may resort to the Regulation 31A process for reclassification. Per the Shivalik guidance, after the board considers the reclassification request, the listed entity must apply to the recognized stock exchange for a no-objection within five days, and then place the request before shareholders in a general meeting within sixty days of receiving the no-objection letter. The reclassification must be approved by an ordinary resolution in which the promoters seeking reclassification and their related persons cannot vote; this GM requirement is dispensed with only if the reclassifying promoters and related persons together hold not more than one percent of the voting rights.",KIMI_REVIEW_ACCEPTED,"[""clf-r3pthw8fkq4qxdnd60zte4km"", ""clf-dtva7bqjdagh785sob4zi2qa""]",kimi_run_000043,memory_0023,frontier_0023,applied_compliance_scenario,"[""procedural_timeline"", ""conditional_exception"", ""multi_document""]","[""clf-r3pthw8fkq4qxdnd60zte4km"", ""clf-dtva7bqjdagh785sob4zi2qa""]","[""clf-r3pthw8fkq4qxdnd60zte4km#18"", ""clf-r3pthw8fkq4qxdnd60zte4km#19"", ""clf-dtva7bqjdagh785sob4zi2qa#10"", ""clf-dtva7bqjdagh785sob4zi2qa#11"", ""clf-dtva7bqjdagh785sob4zi2qa#16""]",accepted,"Anjani establishes scheme-driven promoter-group classification; Shivalik chunks 10/11/16 directly support the 5-day/60-day timeline, ordinary resolution, related-person voting bar and 1% dispensation."
kimi_run_000043_q02,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000043,"CMS Info Systems had six one-share nominee shareholders who were shown as holders of promoter shares only because they helped satisfy the minimum-member rule, while Anjani Portland Cement could end up classifying public shareholders of its unlisted subsidiary as promoter group after a scheme of amalgamation. What does SEBI say is the only way to remove those persons from the promoter category in each case?",In both letters SEBI ties the removal to the Regulation 31A reclassification process. CMS clarifies that a person falling within promoter/promoter group can be removed from that category only after completing the procedure under Regulation 31A; if the nominees genuinely do not meet the promoter-group definitions their holding can be explained only through theXBRL Notes functionality. Anjani similarly observes that post-scheme allottees may have to be classified as promoter and promoter group but the company may resort to Regulation 31A if it wants them treated as public.,KIMI_REVIEW_ACCEPTED,"[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-r3pthw8fkq4qxdnd60zte4km""]",kimi_run_000043,memory_0023,frontier_0023,entity_cross_reference,"[""cross_case_pattern"", ""conditional_route"", ""multi_document""]","[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-r3pthw8fkq4qxdnd60zte4km""]","[""clf-udspblxlw8pltbtyhb1ftb2y#13"", ""clf-udspblxlw8pltbtyhb1ftb2y#15"", ""clf-r3pthw8fkq4qxdnd60zte4km#18""]",accepted,CMS 13/15 and Anjani 18 both point to Regulation 31A as the sole removal route; cross-case framing is a distinct memory target.
kimi_run_000043_q03,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000043,"A listed entity argues that because its shareholding pattern consolidates holdings by PAN, each family member it reclassifies as public can skip the GM vote as long as that individual holds less than one percent. Using CMS and Shivalik together, why is that reasoning incorrect?","CMS says the shareholding of promoter and promoter group is consolidated on PAN/folio and that an individual or entity can appear in only one category, but this governs disclosure, not the shareholder-approval dispensation test. Under Shivalik, the one-percent dispensation applies only where the promoters seeking reclassification AND their related persons together do not hold more than one percent of the voting rights. Because Mrs. Tejinderjeet Kaur Ghumman, an immediate relative of two promoters seeking reclassification, herself held more than one percent in SBCL, the combined group crossed the threshold and the GM vote could not be dispensed with—even though the actual individuals being reclassified held much less.",KIMI_REVIEW_ACCEPTED,"[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]",kimi_run_000043,memory_0023,frontier_0023,applied_compliance_scenario,"[""threshold_trap"", ""relationship_chain"", ""PAN_consolidation_misdirection"", ""multi_document""]","[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]","[""clf-udspblxlw8pltbtyhb1ftb2y#12"", ""clf-udspblxlw8pltbtyhb1ftb2y#13"", ""clf-dtva7bqjdagh785sob4zi2qa#10"", ""clf-dtva7bqjdagh785sob4zi2qa#16""]",accepted,"Well-supported threshold trap: CMS 12/13 covers PAN/folio disclosure consolidation, while Shivalik 10/16 imposes the combined promoters-plus-related-persons 1% dispensation test."
kimi_run_000043_q04,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000043,"In CMS, the one-share nominee shareholders were not treated as promoters because they had no control, no influence over the board, and no written promoter agreement. If similar facts were presented in a Shivalik-style Regulation 31A reclassification request, which negative conditions besides lack of control would still have to be independently satisfied?","Lack of control alone is not enough. Shivalik's reproduction of Regulation 31A requires the promoter(s) seeking reclassification and their related persons not to: together hold more than ten percent of the total voting rights; exercise control over the listed entity's affairs; have special rights through formal or informal arrangements including shareholder agreements; be represented on the board or have a nominee director; act as key managerial personnel; be a wilful defaulter under RBI guidelines; or be a fugitive economic offender. If those conditions are satisfied, an ordinary resolution is also required unless the combined voting-rights dispensation applies.",KIMI_REVIEW_ACCEPTED,"[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]",kimi_run_000043,memory_0023,frontier_0023,checklist_compliance_audit,"[""negative_condition_list"", ""multi_document"", ""exception_scope""]","[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]","[""clf-udspblxlw8pltbtyhb1ftb2y#4"", ""clf-dtva7bqjdagh785sob4zi2qa#12"", ""clf-dtva7bqjdagh785sob4zi2qa#11""]",accepted,CMS chunk 4 supplies the no-control/no-influence/no-agreement facts; Shivalik 11/12 supplies the full negative-condition checklist under Regulation 31A.
kimi_run_000043_q05,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000043,"Regulation 31A mentions both a 1% threshold for dispensing with shareholder approval and a 10% cap on post-reclassification voting rights. Using CMS and Shivalik, explain how related persons factor into each threshold and which threshold controls whether a GM vote is needed.","CMS says promoter-group holdings are consolidated by PAN/folio, so related persons who fall within the group are part of the same voting-rights pool for disclosure purposes. Shivalik applies this aggregate view to two different thresholds: the 1% test determines whether the GM ordinary-resolution requirement can be dispensed with—the promoters seeking reclassification and their related persons together must hold one percent or less to skip the vote; if they exceed that, a GM is mandatory. The 10% test is a residual post-reclassification condition: even after the GM, the reclassifying promoters and related persons must not together hold more than ten percent of the voting rights. The 1% test therefore controls the vote, while the 10% test acts as a ceiling for remaining eligible.",KIMI_REVIEW_ACCEPTED,"[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]",kimi_run_000043,memory_0023,frontier_0023,conditional_table_extraction,"[""threshold_trap"", ""relationship_chain"", ""two_threshold_distinction"", ""multi_document""]","[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]","[""clf-udspblxlw8pltbtyhb1ftb2y#12"", ""clf-dtva7bqjdagh785sob4zi2qa#10"", ""clf-dtva7bqjdagh785sob4zi2qa#12""]",accepted,CMS 12 anchors related-person aggregation via PAN/folio consolidation; Shivalik 10/12 cleanly distinguish the 1% vote-dispensation test and the 10% post-reclassification cap.
kimi_run_000043_q06,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000043,"CMS suggested that if the nominee shareholders did not meet the promoter-group definitions, their status could be explained through the XBRL Notes functionality in the shareholding pattern. Does using the Notes functionality remove the need for a Regulation 31A reclassification, and what does Shivalik add?","No. CMS's Notes functionality is only a disclosure convenience for the period during which the shares are held by nominees and only if they do not meet the promoter-group definitions; it does not take the place of Regulation 31A. Shivalik reinforces that reclassification of any person falling within the promoter or promoter group must follow the formal Regulation 31A route—board approval, stock-exchange no-objection, shareholder approval subject to the voting restrictions, and all other conditions—even when the persons seeking reclassification hold no shares. There is no shortcut through shareholding-pattern notes.",KIMI_REVIEW_ACCEPTED,"[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]",kimi_run_000043,memory_0023,frontier_0023,negative_or_absence_check,"[""absence_check"", ""false_shortcut"", ""multi_document""]","[""clf-udspblxlw8pltbtyhb1ftb2y"", ""clf-dtva7bqjdagh785sob4zi2qa""]","[""clf-udspblxlw8pltbtyhb1ftb2y#13"", ""clf-udspblxlw8pltbtyhb1ftb2y#15"", ""clf-dtva7bqjdagh785sob4zi2qa#10"", ""clf-dtva7bqjdagh785sob4zi2qa#15""]",accepted,"CMS 13/15 state Notes functionality applies only if nominees are outside promoter-group definitions and does not replace Regulation 31A; Shivalik 10/15 reinforces the mandatory formal route. The Shivalik letter also records that the reclassifying promoters held no shares, supporting the answer's framing."
kimi_run_000039_q01,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000039,"The February 2026 capacity-planning circular and the March 2026 Core SGF coverage circular both set new numerical safety thresholds for commodity-derivatives market infrastructure institutions. For each circular, state the new numerical benchmark, what risk or capacity dimension it measures, and the old requirement it replaces.","Capacity circular: installed capacity must be at least 2 times (2x) the projected peak load for stock exchanges and clearing corporations in the commodity derivatives segment (up from the 1.5x benchmark in the December 10, 2024 general MII circular), and utilisation exceeding 75% of installed capacity now triggers immediate remedial action by the MII with SCOT oversight. Core SGF circular: credit exposure coverage must be calculated for simultaneous default of at least 3 clearing members (and their associates) causing the highest credit exposure, replacing the earlier requirement of default of at least 2 clearing members plus 50% of all clearing members.",KIMI_REVIEW_ACCEPTED,"[""clf-ph1rtknffyyv460h8ujguvr1"", ""clf-foetslkryciorv7fwhfmnzx0"", ""clf-p8qbnppdzp3fg64wzeelp0o9""]",kimi_run_000039,memory_0017,frontier_0017,conditional_table_extraction,"[""threshold_trap"", ""multi_document"", ""version_delta_with_consequence""]","[""clf-ph1rtknffyyv460h8ujguvr1"", ""clf-foetslkryciorv7fwhfmnzx0"", ""clf-p8qbnppdzp3fg64wzeelp0o9""]","[""clf-ph1rtknffyyv460h8ujguvr1#3"", ""clf-foetslkryciorv7fwhfmnzx0#0"", ""clf-foetslkryciorv7fwhfmnzx0#1"", ""clf-p8qbnppdzp3fg64wzeelp0o9#2""]",accepted,Supported by cited chunks: capacity circular sets 2x/75% thresholds and Core SGF circular raises stress default to 3 CMs; 1.5x baseline and old 2+50% rule are in the cited Dec 2024/Annexure-O chunks. Cross-doc threshold comparison adds a distinct memorisation target despite overlap with codex q093.
kimi_run_000039_q03,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000039,"The March 27, 2026 press release extends trading suspensions for contracts on seven agricultural commodities. The February 2026 capacity-planning circular came out earlier. Does that circular cover only the stock exchanges mentioned in the press release, or does it also cover another category of market infrastructure institution?","The March 2026 press release is addressed to stock exchanges having a commodity derivatives segment. The February 2026 capacity-planning circular expressly applies to both stock exchanges and clearing corporations with a commodity derivatives segment. Both categories of MIIs must therefore prepare and submit the Capacity Planning and Real Time Performance Monitoring Policy, maintain installed capacity of at least 2x projected peak load, and act when utilisation crosses 75%.",KIMI_REVIEW_ACCEPTED,"[""clf-ph1rtknffyyv460h8ujguvr1"", ""clf-sq1piro39dxz9kco0ytx4wh2""]",kimi_run_000039,memory_0017,frontier_0017,entity_cross_reference,"[""actor_scope"", ""multi_document"", ""distinction_across_sources""]","[""clf-ph1rtknffyyv460h8ujguvr1"", ""clf-sq1piro39dxz9kco0ytx4wh2""]","[""clf-ph1rtknffyyv460h8ujguvr1#0"", ""clf-ph1rtknffyyv460h8ujguvr1#4"", ""clf-sq1piro39dxz9kco0ytx4wh2#0""]",accepted,"Supported: the March 2026 press release is addressed to stock exchanges, while the February 2026 capacity circular applies to both stock exchanges and clearing corporations in the commodity-derivatives segment. Actor-scope cross-reference is different from prior capacity/agriculture split questions."
kimi_run_000039_q04,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000039,"Before the February 2026 circular, the December 10, 2024 capacity-planning guidelines deliberately excluded the Commodity Derivatives Segment of stock exchanges and clearing corporations. What process did SEBI use to close that gap, and when the provisions were applied to commodities, which paragraphs of the 2024 circular were modified?","SEBI closed the gap after receiving representations from commodity-derivatives stock exchanges and conducting a review in consultation with the Technical Advisory Committee (TAC) and through public consultation dated June 30, 2025. The February 2026 circular adopts most paragraphs of the December 10, 2024 circular mutatis mutandis for the Commodity Derivatives Segment but modifies paragraph 3.3 (installed capacity must be at least 2x, not 1.5x, projected peak load) and paragraph 3.13 (if utilisation exceeds 75%, the MII must take immediate action and SCOT oversees it, and the augmentation framework must be included in the MII's policy).",KIMI_REVIEW_ACCEPTED,"[""clf-p8qbnppdzp3fg64wzeelp0o9"", ""clf-ph1rtknffyyv460h8ujguvr1""]",kimi_run_000039,memory_0017,frontier_0017,document_diff_or_lineage,"[""multi_document"", ""version_delta_with_consequence"", ""structural_provision_mapping""]","[""clf-p8qbnppdzp3fg64wzeelp0o9"", ""clf-ph1rtknffyyv460h8ujguvr1""]","[""clf-p8qbnppdzp3fg64wzeelp0o9#0"", ""clf-ph1rtknffyyv460h8ujguvr1#1"", ""clf-ph1rtknffyyv460h8ujguvr1#2"", ""clf-ph1rtknffyyv460h8ujguvr1#3""]",accepted,"Supported: Dec 2024 circular excluded the commodity-derivatives segment, and the Feb 2026 circular records the review/Consultation/TAC process plus the paragraph 3.3 and 3.13 modifications. Distinct structural-lineage target."
kimi_run_000039_q05,2026-08-05,Kimi+OpenCode,metadata knowledge graph,kimi_run_000039,"The May 2026 early-pay-in consultation relates to the same segment whose derivative contracts were kept suspended in the March 2026 press release. Which segment is it, what are the affected commodities, and under the draft circular which entity would provide the expanded early-pay-in facility?","Both documents concern the Agricultural Commodity Derivatives Segment. The March 2026 press release extends trading suspensions for derivative contracts in paddy (non-basmati), wheat, chana, mustard seeds and its derivatives (its complex), soya bean and its derivatives (its complex), crude palm oil, and moong until March 31, 2027. The May 2026 draft circular proposes that clearing corporations, rather than stock exchanges, provide the early-pay-in facility in respect of relevant derivatives contracts sold, extending the benefit from futures to options contracts.",KIMI_REVIEW_ACCEPTED,"[""clf-qsc54qrea6vdf09ujqclbzkm"", ""clf-sq1piro39dxz9kco0ytx4wh2""]",kimi_run_000039,memory_0017,frontier_0017,entity_cross_reference,"[""actor_shift"", ""segment_scope"", ""multi_document""]","[""clf-qsc54qrea6vdf09ujqclbzkm"", ""clf-sq1piro39dxz9kco0ytx4wh2""]","[""clf-qsc54qrea6vdf09ujqclbzkm#3"", ""clf-qsc54qrea6vdf09ujqclbzkm#6"", ""clf-sq1piro39dxz9kco0ytx4wh2#0""]",accepted,"Supported: the press release lists the suspended agricultural commodities, and the early-pay-in draft identifies the Agricultural Commodity Derivatives Segment and assigns the expanded facility to clearing corporations. Adds a new cross-document linkage with the press release."
